number,content,sentiment,sentiment_score,stance,stance_score
1825,やっぱり手術必要なアラウホコース入ったか ウデゴといいサカといいよりによって怪我する場所がついてないな,neutral (0.785),0.785,強く反対 (0.236),0.236
1826,サカの復帰早くて4月かな,neutral (0.795),0.795,強く反対 (0.225),0.225
1827,今ウイング取りに行ったら足元見られて尚更ふっかけられンだろw ただでさえ冬は取れないのによ,neutral (0.761),0.761,強く反対 (0.245),0.245
1828,ニコウィリアムズなら解除金払えば良いだけだけどね でも給料高いらしいし今ユーロの疲れか調子崩してるみたいだからどうなんだろうな,neutral (0.741),0.741,強く賛成 (0.224),0.224
1829,アルテタがずっとサカ酷使してきたツケが回ってきたか,neutral (0.792),0.792,強く賛成 (0.226),0.226
1830,スターリングがなあ・・ こういう時のために借りたのに,neutral (0.768),0.768,強く賛成 (0.236),0.236
1831,スターリングは軽傷で回復順調 もうすぐトレーニングに戻ってくる感じだね,neutral (0.679),0.679,強く賛成 (0.218),0.218
1832,サカ手術かよ 早くても4月だろうな これは痛すぎる,neutral (0.739),0.739,強く反対 (0.231),0.231
1833,うぇええええええい勝ったでー,neutral (0.731),0.731,強く反対 (0.235),0.235
1834,よし二位,neutral (0.883),0.883,中立 (0.231),0.231
1835,いい新年迎えられるわ,neutral (0.815),0.815,強く反対 (0.250),0.25
1836,連戦で抑えめに行ったのもあるだろうけどサカ抜きの先が思いやられる試合だな,neutral (0.698),0.698,強く反対 (0.229),0.229
1837,さいご最後あぶねーよ,neutral (0.781),0.781,強く反対 (0.242),0.242
1838,やっぱサカいないと攻撃大分きついな ウーデもこの調子だと補強必要だな,neutral (0.698),0.698,強く反対 (0.243),0.243
1839,いやー楽には勝てんな乙 流石に攻撃の枚数が少な過ぎる,neutral (0.734),0.734,強く反対 (0.220),0.22
1840,うーんペース落としすぎて雑な流れだったけど勝ち切ったな カイすげーよMOM間違いなし,neutral (0.760),0.76,強く賛成 (0.219),0.219
1841,勝ったのは良し けどやっぱ攻撃陣だなあ 質低い,neutral (0.698),0.698,強く反対 (0.240),0.24
1842,つーかハヴァーツ完全に手を腰に回してブロック体制してんのにハンドアピールしてくるイプスウィッチ頭おかしすぎね,neutral (0.775),0.775,中立 (0.238),0.238
1843,降格圏な昇格組にワンニルの薄氷な勝利 まあとりあえずは勝ち点3ね,neutral (0.680),0.68,強く反対 (0.234),0.234
1844,想像より苦しんだが勝ったか 先制しといて良かった試合 してなかったらエヴァートン戦の二の舞になったな,neutral (0.728),0.728,強く反対 (0.249),0.249
1845,スケリーよく90分耐えたわ,neutral (0.749),0.749,強く反対 (0.247),0.247
1846,動きが完全に被ってしまったなコーチング大事 リード保ってしっかり勝ち切ったな展開的にはかなりペース抑えてたように見えたしここからの過密日程もあるから勝ちつづけることが大事だからな,neutral (0.726),0.726,強く反対 (0.243),0.243
1847,個人でサイドで打開もキープも出来るサカがいないと流石に攻撃の厚みは無くなるな とにかくサカが戻ってくるまでは内容より勝ち点3 ナイスナイス,neutral (0.738),0.738,強く反対 (0.237),0.237
1848,点差はないがまぁ完勝ではある 点はそこまで取れてないがスーパーゴールさえなきゃ大体守備は完封ね とはいえサカが怪我した時点で基本諦めてるので復帰の時のわずかな希望のためにつないでいくしかない,neutral (0.766),0.766,中立 (0.236),0.236
1849,喜山さんアーセナル専門解説頼みます良かった UNEXTさんでアーセナルvsイプスウィッチの解説をさせていただきました 実況が久しぶりの野村さんで心強くとても助けられました 朝早くからのご視聴ありがとうございました 今回は土屋さんに頂いたサッカーノートに色々メモして準備しました pictwittercomddBN2PVqHe Kohei Kiyama 喜山康平 () December 27 2024,neutral (0.853),0.853,強く反対 (0.238),0.238
1850,解説グーナー隠す気無くて草,neutral (0.901),0.901,強く反対 (0.238),0.238
1851,喜山さん本当にグーナーなんだろうなw 扇原とか宇佐美とかが呼ばれてる中で全然知らない選手だったが良かった,neutral (0.780),0.78,強く反対 (0.251),0.251
1852,勝てたのはよかったけど内容はかなりマズイというか 12月の過密日程どうすんのか大きな問題になりそう 大体予想してたけどマルが全然機能しないからウデゴがかなり無理してキープしないといけない場面が多すぎる トロもアシストはよかったけど根本的にWGじゃないからサイドで持ってもスピード不足から縦にも横にも行けん,neutral (0.722),0.722,強く反対 (0.225),0.225
1853,ウーデが持ち気味にしてるのは意図的 サカとネッリの特性の違いの差,neutral (0.757),0.757,強く賛成 (0.221),0.221
1854,ガブのヘッドで2点差に出来てれば少しは楽になったかな ライスのボレーは決まってたらめちゃくちゃカッコよかった,neutral (0.707),0.707,中立 (0.232),0.232
1855,サカいない割に良いシーン多かったし20だったら全然印象違うゲームだったと思うがな xG通り完勝でしょ,neutral (0.702),0.702,強く賛成 (0.228),0.228
1856,ウデゴが自分から切り込み始めてから調子をあげて行ったのが良かった ああいう積極性が調子を上げるきっかけになるんだね,neutral (0.716),0.716,中立 (0.231),0.231
1857,最後のシュートのディフレクト次第で引き分けだからな 結局疲れてチェックできなくなるんじゃ何やってんのかわからん,neutral (0.699),0.699,強く反対 (0.237),0.237
1858,最後のシーン寄せる選手いなくてやっぱり足止まっていたよね ほとんどボール持っていてもこうなるから選手交代もっと使ってよかったね,neutral (0.738),0.738,強く反対 (0.223),0.223
1859,まあガブのヘッドかライスのボレーが決まってれば楽な展開だったのは間違いない マルはウデゴに見切られてパス来なかったけどウデゴの判断は正しかったと思うわ あれならヌワネリRWG入れたほうがポゼッション時に良い攻撃出来そうではある,neutral (0.724),0.724,強く反対 (0.247),0.247
1860,ドバイに行けた昨年がウソみたいな過密日程だな1 月 1月2日のブレントフォード戦から1月30日のジローナ戦までで トータルで9試合もあんのかよ で2 月3日にはシティ戦が控えてると カップ戦残ってるのは良いけど今のスカスカぶりでは 流石に全コンペティション戦い抜くのは厳しすぎるな,neutral (0.766),0.766,強く反対 (0.223),0.223
1861,CLがレギュレーション変わって1月もあるカラバオ勝ち進んだ ってのが重なったからね,neutral (0.798),0.798,中立 (0.240),0.24
1862,スケリーは凄かったな デラップとフィリップスが仕掛けてきても興奮も萎縮もせずに受け止めて普段通りやれるとは だからこそアルテタも抜擢してるんだろうな,neutral (0.707),0.707,強く反対 (0.225),0.225
1863,スケリーは相手に寄せられても身体でボール隠しつつ よっこらせって前向けるのがいいね 一見鈍臭そうに見えるけどフィジカル負けなきゃ失わないやり方,neutral (0.743),0.743,強く反対 (0.235),0.235
1864,下半身強いし重心も低くて懐も深いから 相手がボール取ろうとするとスケリーに覆い被さる形になるからファールも取って貰いやすいのも良いよね,neutral (0.719),0.719,強く反対 (0.225),0.225
1865,トーマス働き詰めだったしここで休めたの大きかった RBの控えはトーマスしかいないし,neutral (0.756),0.756,強く反対 (0.243),0.243
1866,トーマススタメンだったらここまで苦戦はしてなかっただろうけど しっかりベンチで休ませた辺りアルテタも大分変ったな,neutral (0.717),0.717,強く反対 (0.237),0.237
1867,最低限の勝ち点3この相手ですら流れの中でほとんどチャンス作れないから この先もCKでのビッグチャンス決められるかどうかになりそう 今日の解説グーナーである喜山選手はこのスレど真ん中世代ではw,neutral (0.804),0.804,強く反対 (0.226),0.226
1868,よっしゃああああああ 終わってみれば完勝 ガクポの同点弾が良い時間だったな,neutral (0.753),0.753,強く反対 (0.246),0.246
1869,ディアス温存して完勝 盤石ですなぁ,neutral (0.817),0.817,強く反対 (0.237),0.237
1870,最後サインプレイであんな近くからクロス入れたのに大外にロブかよw ツィミカスアホだなやっぱ,neutral (0.801),0.801,強く反対 (0.227),0.227
1871,ガクポの前半ゴールが大きすぎた 後半はリセットして押せたからなー,neutral (0.749),0.749,強く反対 (0.249),0.249
1872,よし勝った 失点で難しくするのはよくないがしっかり勝ったのは素晴らしい 修正して次に繋げてくれ みんなお疲れ様,neutral (0.791),0.791,強く反対 (0.230),0.23
1873,最初の失点だけだったな きっちり逆転して3ポイント積み上げよ,neutral (0.688),0.688,強く反対 (0.247),0.247
1874,遠藤にパスは来なかった,neutral (0.681),0.681,中立 (0.244),0.244
